file_name,transcription,p_scores
000440005.WAV,AE N D IH L AY K S B R AW N,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 0.6 2.0
000440021.WAV,M AE N D IY L AH V Z L IH V Z IH N AO S T R EY L IH AH N,1.6 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.8 1.8 1.4 1.6 1.8 1.8 1.4
000440032.WAV,W AH N F AY V N AY N N AY N,2.0 1.6 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0
000440035.WAV,TH R IY S IH K S F AO S IH K S,0.2 1.6 1.6 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0
000440043.WAV,Z IH ER OW S EH V N Z IH ER OW F AO,2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000440045.WAV,EY T Z IH ER OW T UW,2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0
000440049.WAV,S EH V N TH R IY F AO N AY N,2.0 2.0 1.8 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0
000440062.WAV,G L AH V Z P L AE N G R AW N D,2.0 2.0 2.0 1.4 1.6 2.0 2.0 2.0 2.0 2.0 0.8 0.6 1.6 2.0
000440082.WAV,L IH L IY L AY K S B IH S K IH T,1.6 2.0 1.6 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 1.6
000440089.WAV,S AE N D IY HH AE Z AH B IH G AA M,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000440090.WAV,B AY T AH M S T UW TH,2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.8 1.4
000440099.WAV,M AA K HH AE Z AH B Y UW T IH F L S AH N G L AA S IH Z,1.6 2.0 2.0 2.0 2.0 1.8 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 1.8
000440104.WAV,L IY S AH L EY L AA G AH T DH AH B UW T S,0.4 2.0 2.0 1.2 0.8 0.8 1.6 2.0 2.0 2.0 2.0 1.4 2.0 2.0 1.6 1.8 1.8
000440126.WAV,T EH D IH DH IH S IH Z K AH M B AH,2.0 1.6 2.0 1.8 1.8 2.0 2.0 2.0 1.8 1.6 2.0 2.0 2.0 2.0
000440132.WAV,AE N D IH IH Z D R AO DH AH P IY,2.0 2.0 2.0 2.0 2.0 1.8 1.2 1.2 2.0 2.0 2.0 2.0 2.0
000440145.WAV,HH AE N D IY L IH V Z IH N B AE NG K AA K N AW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.2 1.6 1.2 2.0 0.8 2.0 2.0 1.6
000440147.WAV,L IH L IY L IH V Z IH N K AH IH AH R AH UW N AW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 0.0 0.0 2.0 1.4 1.4 2.0 1.8
000440163.WAV,Y UW K AE N P L EY W IH TH IH T,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
000440173.WAV,AY M G OW IH NG AO L W EY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 1.6
000440175.WAV,L UH K DH EH R,2.0 2.0 2.0 0.8 1.6 1.6
000480010.WAV,IH T S N AH T F IH SH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
000480014.WAV,JH AH N K AE N S IY DH AH SH IY P,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 0.8 2.0 2.0 0.6 2.0
000480015.WAV,L IH N D AH IH Z G OW IH NG T UW S IY EH L IH F AH N T,2.0 0.8 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000480016.WAV,M AY K AE N D R AO DH AH G OW T,2.0 1.0 2.0 2.0 1.8 1.0 1.0 1.6 1.6 2.0 2.0 1.2 2.0
000480019.WAV,T IY N AH K AE N D R AO DH AH B AO L T,2.0 2.0 2.0 1.2 2.0 2.0 1.8 1.6 1.6 2.0 2.0 2.0 2.0 1.8 1.4 2.0
000480023.WAV,B R OW IH Z F R AH M JH AH M P,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 1.2 0.6
000480033.WAV,Z IH ER OW F AY V EY T TH R IY,2.0 2.0 1.4 1.6 2.0 1.2 0.6 2.0 2.0 0.2 0.4 1.6
000480045.WAV,F AY V N AY N S IH K S F AY V,1.4 1.8 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.2
000480068.WAV,AE N L AY K S HH AH L K,1.6 1.6 2.0 2.0 2.0 1.6 1.6 1.6 0.8 1.6
000480081.WAV,D AH Z K EY T L AY K DH AH B R EH D,2.0 2.0 2.0 1.2 0.2 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0
000480089.WAV,L IH L IY HH AE Z AH B IH G L EH G,2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
000480090.WAV,B AY DH AH HH AE N D,2.0 1.4 0.0 0.4 2.0 2.0 2.0 2.0
000480108.WAV,L UH K AE T DH IH S B IH G JH IY P,2.0 2.0 2.0 1.4 2.0 1.6 1.4 1.4 2.0 1.8 2.0 2.0 0.0 0.4
000480119.WAV,S OW HH IY W EH N T UW T IY V IY R UH M,2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.4 1.4 1.8
000480125.WAV,S OW B IH L IY W EH N T IH N T UW DH AH P EH T SH AH P,1.2 1.4 1.6 1.6 1.2 1.2 1.6 1.6 2.0 2.0 1.4 1.4 1.0 1.4 1.8 1.8 1.2 1.4 2.0 2.0 2.0 2.0
000480134.WAV,L AY K S DH AH S T R IH NG B IY N,2.0 2.0 2.0 1.8 0.8 1.6 1.2 0.4 0.4 0.8 0.6 2.0 1.6 2.0
000480136.WAV,SH IY W AH N T S D UH AH S T Y UW D N T,1.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.4 1.8 2.0 2.0 2.0 2.0 1.6 1.2 0.0
000480151.WAV,W AH T W IH L Y UW K AE T,2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0
000480158.WAV,K AH M AE N D S IY M AY D AW N,2.0 2.0 1.8 2.0 2.0 2.0 1.6 1.8 2.0 2.0 2.0 1.4 2.0
000480159.WAV,AY M N AH T AE T AO L F R IY D,2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 1.6 2.0 2.0 1.8 2.0
000490002.WAV,M EY D L AY K S W AY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000490017.WAV,D AO R AH K AE N S IY DH AH SH IY P,1.4 1.6 0.8 0.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
000490032.WAV,F AO S IH K S T UW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000490047.WAV,TH R IY EY T N AY N EY T,1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000490052.WAV,N AY N N AY N EY T F AY V,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
000490086.WAV,L UH K AE T DH AH B IH G F UH T,2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.6 2.0 2.0 1.8 2.0
000490087.WAV,L EH T S D R AO T AH M S HH AW,2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0 1.8 1.8 2.0 1.2
000490088.WAV,L UH K AE T T EH D IH S,2.0 2.0 2.0 2.0 2.0 1.0 1.2 2.0 2.0 2.0
000490092.WAV,HH IH AH IH Z JH AH N S B UW T S,2.0 1.2 1.2 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0
000490097.WAV,S AE N D IY L AY K S DH AH OW L D M AE P,2.0 1.6 1.8 0.4 0.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 0.6 2.0
000490101.WAV,L UH K AE T B AH B S JH IY N Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 0.6 2.0 1.6
000490102.WAV,M AE R IH L AY K S Y AO R EH D S W EH T AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0
000490117.WAV,AE N W AH Z T AO K IH NG T UW S K UW L,1.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
000490134.WAV,M AY K L AY K DH AH S T ER B EH N,2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 1.6 2.0 2.0 2.0
000490144.WAV,AE N W AH N T T UW DH AH D AA N S K L AA S,1.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000490151.WAV,B AH T IH T W IH L B IY IH K S AY T IH NG,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000490157.WAV,DH EH R W IY G OW,1.8 2.0 2.0 2.0 2.0 2.0 2.0
000490162.WAV,DH AH R AE B IH T W EH N T IH N,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000490164.WAV,AY L AH V AW AH K AA,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000490175.WAV,JH AE M L UH K T IH N DH AH K IH CH IH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000530003.WAV,M AY K L AY K S DH AH AH R IH N JH W AH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0
000530006.WAV,AE N K AE N W IY HH AE V DH AH P IY CH,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000530019.WAV,L IH L IY K AE N D R AO DH AH T AY G AH,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.6 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000530027.WAV,TH R IY TH R IY N AY N,0.8 1.6 1.6 0.8 1.6 1.6 2.0 2.0 2.0
000530030.WAV,S IH K S F AO R F AY V S IH K S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000530037.WAV,F AO TH R IY F AO T UW,2.0 2.0 1.8 1.8 1.8 2.0 2.0 2.0 2.0
000530054.WAV,W AH N N AY N F AO R,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.4
000530055.WAV,B UW T S M AW N T AH N S T R IY Z,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
000530060.WAV,S ER TH R IY P L AE N T IH NG G R AA F,2.0 1.6 1.8 1.8 1.8 2.0 2.0 0.6 1.6 2.0 2.0 2.0 2.0 2.0 0.4 2.0
000530063.WAV,S AE N W IH CH G IH V HH IH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6
000530076.WAV,L EY L AA W AH N T S HH AE V S AH M B IH S K IH T,2.0 0.4 1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000530077.WAV,JH IH M EY T AH L IH T L K EY K,2.0 2.0 1.8 2.0 2.0 1.4 2.0 1.6 1.6 0.6 2.0 2.0 2.0
000530094.WAV,L IY AH L AY K S DH AH OW L D S EY F,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0
000530109.WAV,M AY K K AE N S IY DH AH T R EY N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.2 2.0
000530112.WAV,DH EH N JH EY M IY W AO K S T UW T OY L AH T,2.0 2.0 2.0 2.0 0.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.2 2.0
000530115.WAV,DH EH N T AH M W AO K S T UW AA T R UW M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 1.0 2.0 2.0 2.0 2.0
000530145.WAV,SH IY L AY K S DH AH B IH G G R IY N S IH T IY L AH N D AH N,2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.2 1.4 1.6 0.4 1.6
000530154.WAV,AY W IH L G OW T UW M EH N,2.0 2.0 2.0 1.6 2.0 1.8 2.0 2.0 2.0 1.6 1.6
000530163.WAV,W EH R D IH D DH AE T K AH M F R AH M,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 0.0 0.6 2.0
000530174.WAV,AY OW N L IY W AA N T W AH N,2.0 2.0 2.0 1.6 2.0 2.0 0.6 1.6 2.0 2.0 2.0 2.0
000540001.WAV,M AY K L AH V G AA D N,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
000540004.WAV,M AA K L AH V P OW T ER,2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.8 2.0 2.0
000540014.WAV,JH EY M IY K AE N S IY DH AH D AO G,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
000540018.WAV,B IH L IY IH Z G OW IH NG T UW S IY F AH K S,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000540031.WAV,S IH K S EY T F AO S IH K S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000540054.WAV,F AY V F AY V N AY N W AH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.6
000540055.WAV,K W IH K P AA S T F OW T OW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.4 2.0 2.0
000540058.WAV,SH AE NG HH AY K W AY AH T AH D EY W AH N S T AH M AH R OW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.6 1.8 2.0 2.0 2.0 2.0 2.0 2.0
000540062.WAV,K AE NG G AH R UW K AW Z T R EY S,2.0 2.0 2.0 2.0 1.6 1.4 1.4 2.0 2.0 1.8 2.0 2.0 1.4 2.0
000540072.WAV,P IY T AH IH Z G UH D AE T S K IH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000540077.WAV,B IH L IY AE T AH L IH T L JH AE M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000540088.WAV,L UH K AE T B IH L IY S F UH T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000540106.WAV,L IH N D AH K AE N S IY DH AH S AH N B OY,1.2 1.2 1.2 0.6 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8
000540111.WAV,M AE R IH K AE N S IY DH AH TH IY F,1.6 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.4 2.0
000540117.WAV,K EH T W AH Z W AO K IH NG T UW P AA K,2.0 1.4 2.0 2.0 2.0 1.8 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000540123.WAV,S AE N D IY W AH Z W AO K IH NG T UW T ER N P AA,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000540127.WAV,P IY T AH IH Z D R AO IH NG DH AH P AE S,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0
000540130.WAV,N IY L AH L AH V Z N Y UW Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0 2.0 2.0 1.6
000540156.WAV,IH T M AH S T B IY HH IY,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8
000540163.WAV,AY AH M IH N DH AH G L AA S,2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000560016.WAV,M AE R IH IH Z G OW IH NG T UW S IY M AH NG K IY,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 1.6
000560017.WAV,L UW S IY IH Z G OW IH NG T UW S IY HH AO S,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0
000560026.WAV,W AH N F AO S EH V N W AH N,2.0 1.8 1.6 2.0 1.6 2.0 2.0 1.8 1.6 2.0 1.8 1.6
000560030.WAV,F AY V EY T TH R IY T UW,2.0 2.0 1.6 2.0 2.0 0.8 1.6 1.4 2.0 2.0
000560033.WAV,F AY V W AH N S IH K S W AH N,2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
000560038.WAV,Z IH AH OW F AO W AH N,1.6 1.4 1.4 2.0 2.0 2.0 2.0 2.0 2.0
000560058.WAV,L UW S IY HH AH K S AH NG M AH T N,2.0 2.0 2.0 1.8 2.0 1.4 2.0 2.0 1.8 2.0 2.0 0.8 2.0 2.0
000560068.WAV,B AY D EH V IH D S T OW Z,2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0 2.0 2.0 1.6
000560074.WAV,AY N IY D N Y UW SH AO T S,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000560075.WAV,JH AE K L AY K S Y AO R EH D K AH P,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
000560084.WAV,L UH K AE T D AO R AH S K L AH T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 0.4 2.0 2.0 2.0 1.4 2.0
000560086.WAV,T EH D IY K AE N S IY DH AH K AA R,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.4 1.8 2.0 2.0 2.0 2.0
000560088.WAV,DH AH N Y UW K AA R,1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000560116.WAV,JH IH M W AH Z T UW B IY AA G OW L D T IY CH ER,2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0
000560117.WAV,JH AE K W AH Z W AH N T S T UW B IY AA G OW L D N ER V AH S,2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 0.8 1.6 2.0
000560134.WAV,EH N IY B AH D IY K AE N B AE NG K B AE NG K B AE NG K,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000560154.WAV,L UH K HH IH AH AY CH AH K DH IH S,2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0 2.0 1.8 2.0 2.0
000560159.WAV,B AY Y AO L IY V,2.0 2.0 2.0 2.0 2.0 0.8 1.6
000560162.WAV,HH UW K AE N K AW N T T UW TH R IY,2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 1.8 1.2 1.6 1.6
000560172.WAV,B EH R G AH T HH IH Z B AO L,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.6 2.0 1.6 1.8
000700008.WAV,K EY T HH AE Z N AH T DH AH M AE NG G OW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
000700010.WAV,DH AH K Y UW T EH L IH F AH N T,1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0
000700012.WAV,TH AE NG K Y UW D IH AH G AH T,1.6 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0
000700015.WAV,L IH L IY IH Z G OW IH NG T UW S IY P IH G,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0
000700019.WAV,D AO R AH K AE N D R AO DH AH Z EH B R AH,2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 2.0 2.0 1.8
000700034.WAV,S EH V N TH R IY N AY N F AO,2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000700037.WAV,TH R IY EY T W AH N S EH V N,1.6 2.0 2.0 2.0 2.0 2.0 1.8 1.6 2.0 2.0 2.0 2.0
000700046.WAV,N AY N S EH V N F AY V F AO,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0
000700048.WAV,T UW T UW N AY N W AH N,2.0 2.0 2.0 2.0 2.0 1.8 1.6 2.0 1.8 1.6
000700053.WAV,EY T F AY V F AY V S EH V N,2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.6 2.0 2.0 2.0 2.0
000700063.WAV,SH UW Z AH UW L IY M P IH AH SH UW Z,2.0 2.0 1.4 1.8 1.8 2.0 2.0 1.2 2.0 0.8 0.8 2.0 2.0 1.4
000700065.WAV,S IH N AH M AH F R AY D EY F AE N Z,2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 0.2 2.0 2.0 2.0 0.4 0.8 1.0
000700082.WAV,JH AH N L AY K S R AY S,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000700109.WAV,L IY S AH K AE N S IY DH AH Y EH T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
000700120.WAV,L IY S AH K AE N S IY DH AH K L AA S R UH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000700123.WAV,M AE N D IY W AH N T S W AO K IH NG T UW B EH D R UH M,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
000700130.WAV,D AE D G OW Z DH AH K AE R AH T,2.0 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 1.6 2.0 2.0 2.0
000700151.WAV,Y UW ER M OW S T W EH L K AH M,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0
000700156.WAV,W EH L M AH DH AH,2.0 2.0 2.0 2.0 2.0 1.6 2.0
000700174.WAV,W AH T S HH ER N EY M,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0
000750005.WAV,B AO N L AY K S G R IY N,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000750015.WAV,T AH M IH Z G OW IH NG T UW S IY K AW,2.0 2.0 1.4 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4
000750020.WAV,S IH NG AH IH Z K AH M IH NG F R AH M AH S T R EY L IH AH N,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 1.6 2.0 2.0 1.6 1.6 1.8 1.8 2.0 2.0 1.2
000750024.WAV,AE N D IH L AH V Z F R AE N S,2.0 2.0 2.0 0.2 2.0 2.0 2.0 1.4 2.0 2.0 1.8 2.0 2.0
000750026.WAV,F AY V F AY V Z IH AH OW S IH K S,2.0 2.0 1.6 2.0 2.0 1.6 1.6 1.4 1.4 1.4 2.0 2.0 2.0 2.0
000750029.WAV,F AY V S EH V N S IH K S S IH K S,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000750045.WAV,F AY V N AY N Z IH ER OW F AO,2.0 2.0 1.8 2.0 2.0 2.0 1.6 1.0 1.0 0.2 2.0 1.8
000750068.WAV,M EH ER IH L AY K S T EH N IH S,2.0 1.8 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0
000750080.WAV,D UH Y UW N OW DH AH N UW D L Z,2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 1.2 1.6
000750082.WAV,AE N D L AY K S HH AE M B ER G AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.8 2.0 1.6
000750085.WAV,JH AH N HH AH T S AH M M IY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0
000750091.WAV,M AA K HH AE Z AH B Y UW T IH F L SH AO T S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
000750101.WAV,L UH K AE T JH AH N S K OW T,2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0
000750106.WAV,L EY L AA K AE N S IY DH AH B AH S,2.0 1.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 1.8 2.0
000750108.WAV,DH AH P L EY N IH Z N IH AH,1.8 2.0 2.0 2.0 1.6 2.0 2.0 1.8 2.0 1.2 1.2
000750123.WAV,B IH L IY W AH Z W AO K IH NG T UW F AA M,2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000750128.WAV,L EY L AA HH AH T DH AH P EH R,1.4 0.8 1.6 1.6 2.0 2.0 2.0 2.0 2.0 2.0 0.4 0.4
000750134.WAV,T IY N AH L AY K S AY,2.0 1.8 2.0 1.4 2.0 2.0 2.0 2.0 0.8
000750140.WAV,M AE R IH IH Z N AH T S IH NG AH,2.0 1.6 2.0 2.0 2.0 2.0 1.6 1.8 2.0 2.0 2.0 2.0 2.0
000750149.WAV,T IH M L IH V Z IH N M OW S T R UH M N AW,2.0 2.0 2.0 2.0 2.0 1.6 1.8 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 1.8
000920002.WAV,B IH L L AY K S Y EH L OW,2.0 2.0 0.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
000920009.WAV,IH T AE L IH S OW N D,2.0 2.0 2.0 2.0 2.0 2.0 1.0 1.6 1.8
000920010.WAV,IH T IH Z AH L IH T L S IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.8 2.0
000920025.WAV,S IH K S F AY V T UW S EH V N,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
000920040.WAV,F AY V S EH V N W AH N TH R IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0
